name,creation_time,search_time,gran,max_x,max_y,num_queries,num_objects,sr_rate
places,3458282,1568234,128,16384.0,16384.0,1000000,1000000,0.01
places,3236780,1607074,128,16384.0,16384.0,1000000,1000000,0.01
places,3757654,1534083,128,16384.0,16384.0,1000000,1000000,0.01
places,3251233,7822759,128,16384.0,16384.0,1000000,5000000,0.01
places,3731854,7491584,128,16384.0,16384.0,1000000,5000000,0.01
places,3595587,8492258,128,16384.0,16384.0,1000000,5000000,0.01
places,3409211,8214175,512,16384.0,16384.0,1000000,5000000,0.01
places,3785420,12068664,512,16384.0,16384.0,1000000,5000000,0.01
